"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","cancer"
"ZNF581","ZNF581",287,-0.401357899873187,-1.50841788032147,0.00010989330100166,0.00298543467721177,0.00252561797038904,3500,"tags=31%, list=22%, signal=25%","SF3A2/DDX39B/VANGL1/RPL27A/RBM12B/COPS5/DNAAF10/OSCAR/ULK4/ZNF584/RPL5/TMEM205/MYG1/POLR2I/H4C13/MEPCE/PCBP2/TBCB/RPS12/ACAD9/RPL4/RNF41/EIF2S1/RPL31/CDKN1B/CENPM/INTS14/SPRTN/TMEM62/NMT1/SLC25A39/H2BC15/RPL39L/KBTBD2/UBAP2/CFAP68/NFYA/EIF3E/SUPT4H1/LDAH/RAB3D/RBAK-RBAKDN/WDR4/KRT18/HMGB1/RPL15/CHTOP/RBM22/RPUSD4/CDIN1/MEN1/SDE2/INTS13/PIK3R3/EEF1B2/SMARCA4/ZWILCH/NOL6/MCMBP/NABP2/UBE2I/NAA25/RIOK1/RAD51/C19orf53/OIP5/SINHCAF/NUDCD1/NUSAP1/PNO1/SAP18/SNRPE/TDP1/PTMA/HSPA5/IQANK1/WDR12/PCSK9/TMEM14A/PRPF4/SEC16B/ANAPC7/HSPA8/CDK4/PSMD14/ULBP3/CCT2/CCT4/TOMM6/PHLDA1","pancancer_all"
"DLX6","DLX6",499,-0.357397232256798,-1.40587760231051,0.000219713022555891,0.00550972656563234,0.00466111837325048,3329,"tags=29%, list=21%, signal=23%","TRMT12/RPS14/TFF2/BRD9/RNF6/H2AC16/RACK1/AP2B1/GPR19/NCDN/IL23A/RPS12/ACAD9/NDC1/S100A2/COX7A2L/NDC80/SF3B6/CBX3/HAX1/WDR74/H2BC10/STAM/CDKN1B/RHBDF1/ZNF786/PDAP1/EIF6/RPL19/TFAP2A/ALG2/ATP6V1G1/MPG/SRRT/SCARB1/RALA/KBTBD2/SEC61B/SAE1/PTCD2/ARPC5L/SNRPA/RPL32/SUPT4H1/NOP16/ALG8/RPL6/RBM39/TMEM258/MCCC2/LDLR/PSMB5/YARS2/DHFR/HMGB1/TBX6/RPS18/CLIC1/RBM22/AHSA1/TMEM267/DNAJA3/H3C8/SLC3A2/HKDC1/PSMD7/TNPO3/MTPAP/RPS27A/KPNB1/FADS2/BRCA1/CFAP92/FPGS/PPP1R13L/PSME3/G3BP1/CAPG/MSH5/BRCA2/WARS1/NAA80/CXCL2/RBM3/ZNF343/DNAAF5/CENPP/THADA/NOL8/RPL30/BUD31/EME1/EIF3B/PLOD3/POLR1G/HDGF/ENO1/HYAL3/GTF2I/AARS1/NDUFA4/S100P/PPP1R14B/NSUN2/EARS2/GART/RPN1/PSMA5/PHLDA2/XPOT/VSNL1/GTF2IRD1/PTMA/GNPDA1/NOP56/PAAF1/CMSS1/TM9SF4/KIF2C/UBFD1/MRPS15/ATP6V1E2/RPL7L1/CCNB1/SLC7A11/TDO2/TTI1/ANAPC7/TRIP13/CDK4/TRIB3/SF3B3/DSN1/SHMT2/ASF1B/CDC123/NUDT5/CKS1B/FEN1/FAF2/ATPSCKMT/SRD5A1/PSAT1","pancancer_all"
"RFX7","RFX7",434,-0.367625206075566,-1.42775200699604,0.00023881426564652,0.00556096075719753,0.00470446147363821,2632,"tags=21%, list=16%, signal=18%","KBTBD2/ABCF2/GTF2H4/PFKM/SAE1/EIF3D/EIF3E/RAB33B/POLR3G/CENPK/NUP62/TBRG4/TMEM70/PPIB/YARS2/POLR2F/TRUB2/ACTR8/HMGB1/BCCIP/RPS18/MTBP/KNTC1/MSL3/DNAJA3/MSH2/WNK1/KIAA1958/SETD7/TNPO3/SMG7/PPP1R13L/PSME3/ZWILCH/RFC2/M6PR/LRRC23/BAZ1B/DGKH/GLS2/MYO1B/PALB2/AGTRAP/GGH/UBE2I/RBL1/MRPL33/NEMP1/POP7/PRR11/MRPL13/RPA3/POLR1G/BCAT1/CLPB/DDX55/PROX1/RAD51/RAD51AP1/LARS2/TSPAN5/GART/SLBP/WDR77/PRMT3/MRPS17/ELOC/PCLAF/PWP1/GINS4/XRCC5/FXYD5/NPM3/ANO6/CNOT9/CDCA3/FAM89A/PSMD14/SNRPA1/CCT2/SSBP1/CKS1B/GSTCD/GTF3A/AJUBA/ADAMTSL5/BOD1/GARS1/MATCAP2","pancancer_all"
"CREB3L2","CREB3L2",126,-0.483519272688923,-1.68696658641681,0.000284311878968922,0.0061790448362579,0.00522734823086719,3421,"tags=33%, list=21%, signal=27%","DUT/COPA/FAM53C/RACK1/AP2B1/CFAP298-TCP10L/RPL8/H2AC12/HMGCS1/WRAP53/CFAP298/H2BC15/PTCD2/RPL35A/FLAD1/NOP16/RBM39/RPL27/MAGOHB/TIMM9/NOL6/NME1-NME2/PTBP1/TUBA1B/PLEKHA8/EME1/MORF4L2/RIOK1/SEC23B/FKBP14/HNRNPA1/COPZ1/RPA2/AURKB/RPL37/TM9SF4/MRPS27/SF3A3/MRPL17/DSN1/NME1/TARS1","pancancer_all"
"MCRS1","MCRS1",33,-0.677351504347796,-1.87564308582809,0.000324569089880173,0.00661309520630852,0.00559454615451351,2500,"tags=36%, list=15%, signal=31%","MRPL52/AGBL5/HMGB1/RBL1/HNRNPC/EFTUD2/ALG3/SNRPB/RPL7L1/CDC45/CBFB/ILF2","pancancer_all"
"IGLV5_37","IGLV5_37",480,0.363210652429272,1.40047542003057,0.000377609817232208,0.00724122355398235,0.00612593016190951,2802,"tags=27%, list=17%, signal=23%","MAML3/IQCN/GRIN2A/CNTFR/NIM1K/THRB/PTPRH/DNAJC11/SDCBP2/AQP7/SLC22A5/SEMA6A/PBX1/PDE5A/PRKCE/FRMD1/PPP2CB/ARHGAP20/KCNH1/ENTREP2/BCL2/PKD1L2/LTBP4/SMG6/FOXP2/SUCLG1/BMX/EPHA10/HRCT1/WSB2/FA2H/DAB2IP/GFI1B/CNNM2/TLX2/NTRK3/FAM120B/AHNAK/CCAR2/ZNF395/ST8SIA1/MMP15/ADCY5/PAFAH2/FGF9/CASP7/HHIP/ZBTB16/EXOC3L4/CCDC152/ENTPD8/FLT3/F2RL1/MYO1A/CCDC88C/NDUFS2/PRPH/MEF2C/NSG2/CXCL12/CALM1/PAK3/PRICKLE2/ATP6V0D2/EGFR/GSN/CDC42EP3/SMAD7/RCAN1/DMTN/CCDC159/POLD4/NUDT9/KCNN3/ENTREP1/PLAAT5/COL23A1/RYR3/TATDN3/FRMD4B/HMX3/PRCD/EXD3/NEFM/FGFR3/EFHD1/GAS7/ADAMTS1/S100A14/COL21A1/ZMIZ1/STAB1/ADSS1/LSP1/ARHGEF16/SIAE/PDZK1/IRF4/GBA1/PWWP2B/SLIT2/COL13A1/FANK1/HES5/DMAP1/NET1/SPRED2/STARD10/CYP26B1/ANXA11/ASB2/BAZ2A/GRIN1/ID2/AP5B1/DTX1/NRARP/ZNF175/CRACR2B/SYNE2/FHL1/NSG1/NUMA1/NFKBIA/PDLIM2/CNGA1/NPIPB8/SLC26A4","pancancer_all"
"NPAT","NPAT",242,-0.411100441254843,-1.52839011090463,0.00040307391847074,0.0072608734917222,0.00614255361585798,4424,"tags=45%, list=27%, signal=33%","PRPF40B/SAYSD1/H2BC21/TIMM13/STK32C/SMAD5/H2BC13/ASPSCR1/PSTK/PRELID3B/FADD/H4C2/COPS7A/RPP38/H2AC14/H4C3/SNAP47/PRKRIP1/FAM24B/PRPF31/KDM3A/H1-4/CHCHD4/SDCBP/H2AC4/TMEM79/H3C1/GARIN5A/JMJD4/YEATS4/CD320/H4C4/H2AC11/ZC3H8/HNRNPL/H2AC16/H2AC20/VAPB/CXorf38/RPL36/ARMC6/H2AC12/SPRTN/RNF149/CBX5/H3C12/BNIP3/PHF8/MLST8/PIPOX/H2AC17/KHDRBS1/DPF2/EIF3E/SCML1/GNB1L/UBE2F/CDC7/RPL27/TOMM20/PREB/RRP1/H2BC17/LONP1/PVR/SELENOI/TMEM43/H2AC21/H2BC11/GPI/SSR3/CANX/FUT8/PITPNB/LSM7/DNAJA3/CDK12/MIS18A/INTS13/FAM220A/RTL10/SMARCA4/CKLF/NPRL3/ANGEL1/MRFAP1L2/CKLF-CMTM1/CEP250/MRPL45/POLA2/UBE2V1/UBE2F-SCLY/CGREF1/PDRG1/HNRNPA1/THOC3/H2BC18/LARS2/EEF1AKMT1/FAM98A/ZNF473/NUP93/XRCC5/SEC61G/WDR43/RANBP1/NCAPD3/GTF3A","pancancer_all"
"TAFAZZIN","TAFAZZIN",384,-0.363082544840821,-1.39334327694772,0.000423179743382582,0.0072608734917222,0.00614255361585798,2820,"tags=25%, list=17%, signal=21%","MRPS12/RASAL1/GALK1/AFMID/CHDH/CDH24/NTHL1/SLCO3A1/POLR3A/BBC3/MYBBP1A/SAE1/IL17RB/FAM83D/MICB/PRPF6/STX16-NPEPL1/SLC39A1/POLR3G/RPL6/MYO19/PCNA/GPR3/DDN/LTBP2/FAM222A/RRP12/GAR1/HPS4/GPI/G6PC3/SMIM13/CEP85/SRCIN1/SLC4A8/STX16/NME2/DHX34/PITPNC1/NOX4/PTPN11/ASXL1/VEGFA/GSTP1/STRA6/MELTF/AMOTL2/PRR11/ANKS6/CLPB/POGK/TFR2/NDUFA4/POLR2D/EARS2/ALG3/CIMIP2C/UNC5CL/UBQLN4/EIF5A2/VPS72/ACP1/PIR/EIF2AK1/RPIA/ZBTB39/CELSR3/TK1/SAMD10/PKMYT1/STMN1/MEST/PKP4/ALDH3B1/GRHL1/PAQR4/FXYD5/SH3BP4/UBFD1/CBX2/THEM4/PARP1/ADNP/TGFBI/SLC7A6/TRIB3/CBX4/SNRPA1/SYT12/DNAH2/AJUBA/ETV4/ZNF792/ADAMTSL5/CELSR1/TBC1D4","pancancer_all"
"ZBED4","ZBED4",266,-0.397824117722979,-1.4856111362657,0.00048558651459766,0.00791506018794185,0.00669598246445194,3158,"tags=30%, list=19%, signal=25%","H2AC11/ATG101/FAM53C/GGPS1/DXO/C12orf76/PLK2/TRMT61B/SFXN2/NDC1/SRSF2/MLEC/LRFN4/PDAP1/EIF4B/NELFA/ADAM15/IPO11/LSM1/PHF14/ARPC5L/ANKIB1/NOP16/MND1/PLAUR/YARS2/DIMT1/ZW10/PTRH2/RPL35/H2BC11/CANX/UQCC1/UTP11/INTS13/FAM220A/RPS27A/SHB/NASP/C2orf15/IER3/DFFB/SLC16A13/SPC24/POLR1E/CDC25C/NACA/BUD31/SHISA5/CENPS-CORT/MARS1/TMEM52/EFTUD2/ETS2/CENPS/RAD51/HNRNPA1/OIP5/PSMA5/NUSAP1/NANP/STXBP1/POLD2/PSMC2/SLC11A2/GEMIN5/ARL3/UBE2S/SEC61G/NIF3L1/MRPS27/CNOT9/KIF20A/CDCA3/MCM7/SNRPA1/NUP42/PPA1/NUP155/NCBP2","pancancer_all"
"TASOR","TASOR",254,-0.397924464675714,-1.48224094544075,0.000553382235296052,0.00859060041459586,0.00726747597230906,3669,"tags=35%, list=23%, signal=28%","HS2ST1/CNOT11/PITHD1/C4orf46/WFDC3/TBC1D8/H2AC11/TAF6/H2BC7/TSEN2/H2AC20/RPS16/TTI2/ZNHIT6/NDUFS5/CSNK1G2/ARID5B/NCOA5/GOLGA7/PIGW/HAX1/ESYT1/DDI2/H2BC10/H2AC12/CCDC138/RHBDF1/EIF4B/DDIT4/MPG/NSUN5/H3C12/H2AC17/LSM4/GCLM/PSMD8/EIF3D/RPL32/TCEA1/TIMM23B/MYO19/RPS6KL1/H2BC17/SLC31A1/TGDS/METTL13/RPL23A/DPY30/CDK8/PHF5A/H2AC21/H2BC11/GZF1/ABT1/DNAJA3/MRPL15/H3C8/CTNNBL1/MKS1/SLC3A2/OSTC/SLC1A5/EPRS1/MRFAP1L2/CHAC1/EMC8/NOL6/TIMM23/CHEK1/DNAAF5/DNTTIP1/UTP15/AXIN2/H2BC18/UTP14A/CDCA7/YARS1/PYCR1/UTP25/TUBB/CDK7/IARS1/TFDP1/TPD52L1/SLC7A11/REXO2/GNL3/AHCY/ASNS","pancancer_all"
"ZNF236","ZNF236",230,-0.404945993793928,-1.48986689752854,0.000607855474142637,0.00900731293502271,0.00762000642226655,3274,"tags=28%, list=20%, signal=23%","U2AF2/CYP51A1/MMAB/FOXN2/CFAP418/RPL4/FUS/PSMB7/ZCCHC9/CDCA2/BRIX1/ABCF2/PHF14/DDB1/MRPS28/SNRPA/RBAK-RBAKDN/MCCC2/ACP6/LSG1/RBM22/FUT8/SMIM13/PARPBP/MVK/INTS13/HAUS2/PPP1R13L/ZWILCH/ALG1/CTNNB1/AKIP1/EEF1E1-BLOC1S5/CASP4/AIG1/AATF/CDC25C/PKM/RBL1/TSPAN31/SLC19A2/NEMP1/POLR1G/GPALPP1/NUP37/ZWINT/SPDL1/VSNL1/PSMA3/CFAP20/MROH8/RPN2/RAD1/HSP90AB1/DDX50/RNF43/ANAPC7/HSPA8/NUP58/MCM7/ATAD2/MTHFD2/OSBPL10/AJUBA/HMGA1","pancancer_all"
"CIC","CIC",410,-0.360669062627822,-1.39604279489174,0.000747518327414115,0.010595259771174,0.00896337765594957,3431,"tags=30%, list=21%, signal=24%","H2AC11/TPRKB/MYG1/RPAIN/STAMBPL1/EFCAB11/RBM8A/SUGT1/MEPCE/RPS14/RACK1/MMACHC/TTI2/YAE1/MMS22L/MRPS22/NGDN/IL23A/AAAS/RPS5/EPB41L2/CBX3/ESYT1/SUMF2/WDR74/RPL31/PPHLN1/SEC24D/WRAP53/FAM161A/TFAP2A/CBX5/RTEL1/EIF4B/STRAP/TXNDC12/SRRT/LSM4/PHF14/INTS2/NUDCD3/EIF3D/NOP16/PPIB/YARS2/RPS20/OAS3/TBX3/COA6/TXNL4B/MTBP/MCM5/KNTC1/MAGOHB/CDK8/SART3/PHF5A/H2BC11/KIF14/ANAPC5/ZMIZ2/RTEL1-TNFRSF6B/UQCC1/STMN3/HMBS/TNPO3/RPS27A/FADS2/HAUS2/TRIM24/POMP/RFC2/WARS1/LRRC61/CENPP/NOL8/UTP15/MRPL13/TP53/RIOK1/CDC20/STIP1/ANAPC10/ABHD2/PTTG1/TIMELESS/HNRNPA1/EAF1/BUB3/GTF2H1/MSX2/STK4/DDX47/DPAGT1/XPOT/SNRPE/PSMA3/GRPEL2/TDP1/POLD2/CDCA5/DDX21/IFT56/GTF3C4/NPM1/FANCI/HILPDA/ESPL1/FANCD2/ORC6/GAPDH/DKC1/KIF20A/CDCA3/TRIM59/PFDN6/NUP42/RIPK2/CCT2/HSD17B12/FEN1/ST7/FDPS","pancancer_all"
"ALKBH3","ALKBH3",383,-0.354162036373712,-1.35780274644697,0.00103966884899849,0.0141221685322294,0.0119470718612984,3304,"tags=29%, list=20%, signal=23%","RPS24/RNF6/H2AC20/USPL1/C8orf33/DCP1A/EEFSEC/SELENOH/IPPK/ALG10/RPL10/FUS/MLEC/MNAT1/SF3B6/FBXW8/P4HA1/REXO4/RRP15/HSPBP1/RTEL1/MRPL58/UFSP1/EXOSC3/GTF2H4/PFKM/NEK4/SLC33A1/MRPL16/STX16-NPEPL1/WDR36/NOP16/POLR3D/MRPL3/RPL29/SMG8/STOML2/WDR31/HMGB1/COA6/RPS18/MTBP/NDUFC2-KCTD14/POLR2G/AHSA1/COPS7B/RTEL1-TNFRSF6B/UQCC1/SLC3A2/STMN3/CNBD2/NQO2/AAR2/STX16/NKAP/C17orf75/TNPO3/SLC27A5/PRDX1/NUF2/ZC3HC1/SMG7/TARS2/G3BP1/RPS7/IPO4/CHCHD2/ZNF35/TTC4/CDK5RAP1/PSMD6/SEC13/NME1-NME2/RBM28/UQCC6/LAS1L/TMEM41A/PDCD2/MRPL13/TACC3/USP39/C8orf76/ALG3/DPAGT1/BMS1/YAP1/BANF1/SNRPB/PSMC2/MROH8/TUBGCP3/PCLAF/MRPS31/NAA20/THEM4/RUVBL1/SF3A3/KNSTRN/MRPL30/NME1/CDC123/CCT2/CCND1/NUDT5/SSBP1/GSTCD/ETV4/TOMM6/CDC16/NCBP2","pancancer_all"
"NR1H4","NR1H4",329,0.380658234455352,1.42360970971226,0.0012509196189991,0.0158130015050549,0.0133774827068918,2766,"tags=24%, list=17%, signal=20%","MROH7/ABCB11/HSD17B2/RILP/NBPF1/AQP7/NDRG2/ECHDC2/SELENBP1/LGI4/ARHGAP44/SLC51B/SMPD1/LRRFIP2/PHYH/TMEM220/ECH1/ACKR2/CPT2/HRCT1/WSB2/FLNB/LRIG2/NFYC/ALDH3A2/TMEM8B/CAPN2/FAM149A/ADH1B/CES3/NBR1/MPC1/TCF7L2/PYROXD2/DAPK2/CHKA/ARNT/EXOC3L4/FLVCR2/SLC16A1/U2AF1L4/PPARGC1A/CLMN/NOS1AP/LEAP2/PECR/SLC35A4/DCAF11/PLCG2/GIT2/MT2A/GPRC5C/POU2AF3/NTAN1/CAST/FCAMR/MCC/IQGAP2/C1orf21/C22orf39/EFHD1/LPCAT3/HPS1/ADSS1/SLC10A1/CDH23/UST/ITSN2/TNIP1/MYO18A/C1orf226/TNS2/GUCD1/ZNF175/KLF13/BAD/SH3D19/NFKBIA","pancancer_all"
"GTF2A2","GTF2A2",428,-0.343287388793437,-1.33331018771163,0.00126115962923751,0.0158130015050549,0.0133774827068918,3890,"tags=37%, list=24%, signal=29%","RPL38/ZNF143/PRDX2/RPL13/H1-4/PEX3/H2AC4/PABPC4/RPS8/EEF1D/RPL18/H3C1/MAIP1/EOGT/IFRD1/C11orf98/LBH/TMA16/UBIAD1/SLX9/JARID2/PIEZO1/H2AC11/ANXA2/FAM53C/TRMT12/IL4I1/RPS24/USPL1/TMSB10/MRPS18B/TTI2/RPL10A/DHX30/IPPK/RPL10/RPS12/RPS5/RPSA/RPL4/FUS/SRSF2/RPL8/RPL36/SDC4/RPL11/WDR74/CEBPB/RPL37A/RPLP0/TFAP2A/CBX5/CDCA2/TMPO/H3C12/AZIN1/PNPLA1/H2AC17/GTF2H4/PSMG3/ARPC5L/DNAJB1/NSD1/POLR3D/RPS6/NUP62/RPL29/SMG8/SRSF6/FSCN1/RPS20/SRSF7/H2BC17/ZC3H12A/RPL15/RPS18/PLXNA3/MTBP/SLC13A3/RPL35/H2BC11/SFXN3/TCF3/CALR/RPS3/MPLKIP/COPS7B/TAF4/SLC3A2/TIMM50/C17orf75/TNPO3/SLC27A5/VGF/PRDX1/PIK3R3/SRSF3/GNG4/G3BP1/RPL24/ZWILCH/RPS7/CTNNB1/DYNC1LI1/NASP/MRFAP1L2/IER3/MRPL48/HSP90AA1/MBTPS2/SNAI1/SEC13/CENPP/TUBA1C/TUBA1B/NOL8/SYT7/CARS2/RBL1/MRPL13/RPL12/RPS2/C16orf46/H2AX/ADAT2/TUBB3/NRIP3/DNAJA1/NEU3/HNRNPA1/H2BC18/ALG3/TNFSF9/OIP5/NUSAP1/APTX/FASN/BMS1/RPL22L1/HOMER1/PRMT1/NPM1/UBE2S/HSP90AB1/PABPC1/GEMIN6/THEM4/TFRC/MYC/ATAD2/H2AZ1/MRPL30/RRM2/LDHA/PPIA/AJUBA/ODC1/SERPINB9","pancancer_all"
"ZBTB5","ZBTB5",420,-0.349413371516977,-1.35668307264687,0.00134246704654437,0.0162090465619802,0.0137125288964766,2714,"tags=22%, list=17%, signal=19%","H3C12/SCARB1/CUL7/FKBP4/CCDC187/PTPDC1/HMGXB3/RGCC/DDX56/NT5DC2/BICC1/KATNA1/MCCC2/RNF24/MTR/RPUSD1/ZNF7/BCCIP/GTPBP3/HGH1/MEN1/GSDMA/SPINDOC/THEM6/KIAA1958/RPS27A/DDX54/PIK3R3/MTG2/PPP1R13L/PEMT/ZHX1-C8orf76/PAXIP1/GDF11/BRCA2/UQCC5/CHAC1/DNAAF5/PTPMT1/SLC1A4/CHTF18/PTDSS1/UBE2I/SNRPD2/STT3A/PRR11/YBX1/EIF3B/MAPRE1/POLR1G/PRR36/MAPKAPK3/SPATS2/SP5/RAD51AP1/NOM1/NEK2/DAP3/BMS1/NIP7/DGAT2/BHLHE40/PKMYT1/NUP43/MROH8/ALDH4A1/IMP4/RPN2/PAQR4/AGRN/ADGRG1/NCOA7/RNF43/HSPD1/CENPN/NUP58/PODXL/ATAD2/GDF15/RUNX1/TCTN1/TENT4A/RRM2/DPF1/TTLL4/S100A11/CSTF1/SKIL/CYP27B1/TESC/ZNF792/TIMM17A/AURKA","pancancer_all"
"ATF5","ATF5",390,-0.355397198682046,-1.36756012155489,0.0015682176012738,0.0182585335005449,0.0154463538170577,3460,"tags=27%, list=21%, signal=22%","BST2/RINT1/ATG101/TAF6/H4C13/H2BC7/TAF12/SUGT1/TRA2B/RPS24/H2AC16/CYP51A1/RPS12/MTHFS/CACYBP/EIF2S1/SPRY1/ESYT1/CDKN1B/RPS15A/NMT1/HSPE1/H2BC15/PTCD3/R3HDM1/AZIN1/KBTBD2/NUDCD3/C1orf174/RPL32/SLC12A2/MRPL18/ATP13A3/TTC9C/SMG8/LSG1/RPL23/DPY30/IL20RA/XPNPEP3/AHSA1/POLQ/WDR75/CCNA2/METTL5/RANGAP1/MRPL15/GEMIN2/SLC3A2/BTF3/LSM5/NFS1/NUP153/RPS27A/TCP1/PARK7/NEDD4/MRPL48/HSP90AA1/MRPL20/H2AC25/STAT1/NEMP1/MORF4L2/RPA3/EIF3B/CMTM7/NHP2/DNAJA1/MRPL51/TIMELESS/RAD54B/CSGALNACT1/MORC4/TRIM5/NLN/SINHCAF/APTX/ZNF473/TGIF1/NUP93/HSPH1/DDX21/MALSU1/EXOSC7/RPL37/RAD1/MACC1/MRPS27/RPL7L1/SLC7A6/CENPA/HSPD1/ANAPC7/NCAPD2/BZW2/FNDC3B/PDIA4/CCT5/SSBP1/NUP155/ATPSCKMT/ILF2/ST7/BOD1/SERPINB5","pancancer_all"
"LMNB2","LMNB2",29,-0.681939501580741,-1.81668566460911,0.0017963021894084,0.0201929142671427,0.0170828012205082,1147,"tags=48%, list=7%, signal=45%","RBBP5/ZCCHC4/FKBP7/SQSTM1/TPGS2/CCDC124/SLCO3A1/SMARCD2/CLPB/TFAP4/RPIA/ZBTB39/CBX4/TBC1D4","pancancer_all"
"ZNF784","ZNF784",468,-0.337139082789423,-1.32177314707136,0.00231436544480509,0.0251494378335487,0.0212759209311907,4152,"tags=37%, list=26%, signal=28%","LRP3/B4GALT3/SURF6/COMMD2/VARS2/ZNF579/ABCE1/MCAT/HIRA/PDE6D/TUT1/H4C3/GALK2/ISY1/SNAP47/SENP1/DSTYK/H2AC15/SETD5/RPL38/SCNM1/PML/RPL13/PGM2L1/YIPF2/OGT/MRPL40/TBL3/PEX3/DDX51/WDPCP/TMEM79/DPY19L4/ZNF581/JMJD4/KNL1/MRPS34/ALKBH3/PSMF1/ASCC1/DHX33/ADPGK/SLX9/MTRF1/TPRKB/POLR1F/DNAJC6/RNF6/USPL1/MMACHC/MRPS18B/C12orf76/CFAP418/DCP1A/SELENOH/TBC1D31/PCBP2/ALG10/OBI1/MLEC/MNAT1/RPL8/CACYBP/RPL36/RAI1/CBX3/RALGAPB/PPHLN1/DUS1L/INTS14/WRAP53/RRP15/NR2F1/DDIT4/H2BC15/EXOSC3/ZNF282/SMARCD2/GTF2H4/PFKM/NOC4L/SLC33A1/AGBL5/WWOX/STX16-NPEPL1/WDR36/NOP16/UBE2F/SMG8/TRUB2/SMARCD1/DDN/WDR31/LSG1/HMGB1/GTF3C3/NDUFC2-KCTD14/TMEM267/PLCB4/GTPBP3/ANAPC5/MPLKIP/COPS7B/AAR2/STX16/NKAP/C17orf75/SLC27A5/PLK1/NUF2/LINC02210-CRHR1/SMG7/TARS2/CCDC77/RPS7/CTNNB1/IPO4/RAG1/TTC4/CDK5RAP1/MRPL48/MBTPS2/NME1-NME2/TUBA1B/NACA/RBM28/BUD31/LAS1L/STAT1/TMEM41A/METTL9/TP53/RPS2/SPOCD1/BUB1B/ADAT2/HDGF/DDX55/ANAPC10/UBE2F-SCLY/PROX1/TRMT112/KDM1A/PRMT5/C19orf53/BMS1/NUP107/BANF1/CFAP20/NUP43/TUBGCP3/EXOC2/IFT56/PCLAF/PAFAH1B3/MRPS31/THEM4/NIF3L1/MRPS23/SF3A3/RPL26L1/TRIM59/MRPL30/NME1/GINS3/CUL4A/SSBP1/PCID2/GSTCD/NUP155/CDC16/GARS1","pancancer_all"
"MED25","MED25",88,-0.489467508683152,-1.60478286819578,0.0025423117076048,0.0267352779573924,0.0226175099284366,3067,"tags=32%, list=19%, signal=26%","S100A2/CLDN14/WDR74/GPX1/DDIT4/GRAMD1B/H3C12/H2AC17/STX16-NPEPL1/C1orf105/H2BC17/KRT18/ANAPC5/STX16/SIGLEC15/STX1A/RPS7/EEPD1/MYEOV/STAT1/PLAU/SSTR5/PIGC/BHLHE40/KRT7/TRIB3/MRPL30/CXCL8","pancancer_all"
"SRPK1","SRPK1",321,-0.358864558545375,-1.35958744152058,0.00274026578180103,0.027916457652098,0.0236167643036799,3746,"tags=30%, list=23%, signal=23%","RPL27A/TMEM209/PTPN1/MAGEF1/TMEM79/BZW1/NPEPL1/RPS19/PSMD5/PUF60/SEC22C/HSPA4/CCNT1/RBM15/EIF2AK2/THAP1/UHRF2/COL6A3/RPL10A/MAK16/MMS22L/MRE11/SPC25/TIPIN/LAMP1/NCAPG/NOL11/ASPH/SPRTN/NMRAL1/CLP1/MDH2/PIPOX/GRWD1/CIAPIN1/LFNG/WWOX/NOP16/RAB33B/UPF3A/GAS8/RPS6/RBM39/CEP97/CHAF1A/FZD6/EIF4A3/PTRH2/CDIN1/MSH2/EMD/CDK12/HUWE1/ADAT1/MGME1/PRDX1/SMG7/SYN3/ATAD3A/RPL24/CCDC77/GORASP2/ASXL1/CDC5L/EEF1E1-BLOC1S5/ZMYM3/POP7/DBR1/CETN2/RPL12/RPS2/CDC20/SLC15A4/ACTRT3/SUV39H1/NHS/PDRG1/SPDL1/KLK10/SKA3/RPGRIP1L/SLC35B4/DCAF16/SAP18/NSDHL/NANP/BANF1/HSPH1/DARS1/NOP14/MRPL57/DCTD/RFC3/CDC25B/NCAPG2","pancancer_all"
"PPARGC1A","PPARGC1A",84,-0.489289449555423,-1.59351873565385,0.00294085706666592,0.0290521031434269,0.0245774976544329,2677,"tags=40%, list=17%, signal=34%","RAP2A/CACYBP/HSPE1/CRYZ/FKBP4/MRPL18/KAT2A/HMGB1/DNAJB6/GTF3C3/XPNPEP3/AHSA1/SERPINH1/MRPL15/TCP1/HSP90AA1/NOP58/RAB5IF/STIP1/DNAJA1/MORC4/PGAM5/CTSH/APTX/PCBD1/CCT3/HIKESHI/CKS2/HSPH1/HSP90AB1/HSPD1/HSPA8/CCT4/CKS1B","pancancer_all"
"ZNF532","ZNF532",56,-0.542897673704065,-1.6470724990807,0.00337475828218901,0.0323579764704005,0.0273742003075393,2775,"tags=38%, list=17%, signal=31%","ALG2/GCLM/SEC61B/POLR3F/CNPY3/RPL32/NUP85/NSMF/PHF5A/HSPA9/DTNB/OSTC/NOX4/NDUFA4/NSUN2/PES1/PNO1/CDCA7/SNRPB/NUP205/SRD5A1","pancancer_all"
