Symbol,Module,Degree,Log2FC
FPR1,3,14,-1.46310030875219
ACKR1,3,14,1.27815438600968
RETNLB,3,14,1.67034328153697
AOC3,3,14,1.32714311864084
LPA,3,14,-1.0100582768523
MADCAM1,3,12,1.47135374809648
PCSK9,3,12,-2.29319512010844
CTSG,3,12,2.42539858592484
AMBP,3,12,-1.8376999346066
LPAR4,3,10,1.44309713749571
IL13RA2,3,10,-1.50791229735807
LRP8,3,10,-2.15188581717636
MMP10,3,10,-3.93062540742923
IL1R2,3,10,1.62489245460541
F12,3,10,-1.19930421071182
MMP11,3,10,-2.94014835608301
ORM2,3,10,-2.88983082637244
CD209,3,10,1.20495480311413
OLFM4,3,10,-1.44084803489656
ARG1,3,10,1.21913739370611
CHI3L1,3,8,-3.2362857154438
PLA2G10,3,8,1.38798944794076
CCL23,3,8,2.19459487571231
IRAK2,3,8,-1.22265222336156
TREM1,3,8,-2.50399629681606
IL33,3,8,-1.09003297506016
AZGP1,3,6,-2.46908679640106
GDPD3,3,6,1.24716073923556
RIPK2,3,6,-1.29549426285362
SERPINE2,3,6,-1.24853028669134
FPR2,3,6,-2.34047330496892
SIGLEC1,3,6,1.23965685498264
IL23A,3,6,-1.5095816611354
SAA2-SAA4,3,6,-1.85099808771918
F7,3,6,-2.26721781621078
UBD,3,4,-2.2154619968242
TNFSF15,3,4,-1.2580127727495
ULBP3,3,4,-1.49250934076888
SRPX2,3,4,-1.08653981419964
TYRO3,3,4,-1.08247792186497
F13A1,3,4,1.27583349944861
TIMD4,3,4,1.52675852759081
KLKB1,3,4,1.11918843376332
ULBP2,3,4,-2.69598895513523
SLC22A4,3,2,1.03270294208704
BMAL2,3,2,-1.6818914595807
SLC22A5,3,2,1.27763376595168
ADGRB1,3,2,1.25366170487603
FOXP2,3,2,1.64809913293754
ENPP6,3,2,2.72046468997791
MT-ND6,3,2,1.10956191523516
CCL14,3,2,1.8223556439358
NKX2-3,3,2,1.69689383155688
TNFRSF6B,3,2,-1.99345773444904
SPON1,3,2,1.31863169554681
