Cluster,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
colorectal,GO:0015849,organic acid transport,70/1961,357/18860,0.196078431372549,1.88579256281809,5.75589267383448,1.23884257796101e-07,1.51087176070494e-05,1.16875016894479e-05,6583/206358/8647/92745/634/8600/9963/9429/1836/2168/1811/6534/201780/54716/3553/123264/28231/9075/23657/32/54659/2149/6535/9971/196500/80131/200931/6533/948/5025/8884/6578/8399/6833/80727/8140/53919/1381/4282/5243/220963/6581/4828/4915/5205/10998/225/477/6554/6556/11254/2350/6513/64849/1813/1244/9058/2169/6558/2167/5743/5375/151176/159963/55089/28234/2348/246213/115111/115072896,70
colorectal,GO:0003018,vascular process in circulatory system,59/1961,283/18860,0.208480565371025,2.00507060831082,5.80322787412013,1.36872711645951e-07,1.63520990607224e-05,1.2649332019353e-05,92745/634/9429/54795/153/6584/54716/1909/5139/145741/183/150/2149/489/5023/6533/948/8884/6338/6833/2030/8140/53919/3352/1908/55640/8671/5243/79987/80852/3363/6581/11156/5028/482/114134/477/10396/5138/6513/64849/9353/1311/1244/1907/2852/59341/3778/6558/8862/7122/9153/388125/1373/5021/6532/6517/2303/3741,59
colorectal,GO:0006820,monoatomic anion transport,42/1961,175/18860,0.24,2.30821009688934,5.92267080258645,1.66018251311095e-07,1.9437416863503e-05,1.50360108871648e-05,1183/7038/54102/1836/4948/1811/55248/266675/80131/8884/57282/80727/83959/2568/766/1188/760/22802/8671/5243/203859/53405/10316/2562/5348/6781/54831/5205/11254/5349/5174/5593/1179/1244/6558/9635/2742/1180/246213/115111/2563/5030,42
colorectal,GO:0046883,regulation of hormone secretion,57/1961,272/18860,0.209558823529412,2.01544080151183,5.74632723530413,1.85009531985156e-07,2.08291637496733e-05,1.61126108016281e-05,3651/1946/8600/54795/2767/3553/3624/3976/183/150/9971/6659/2696/6833/7447/6755/6696/6717/338442/111/1113/7036/1908/2641/5008/8431/6616/2147/10874/5579/51085/4828/91608/5028/6804/6352/640/2151/3589/131177/51083/130399/1813/388581/2852/114131/8862/3625/4760/2775/222546/84417/1393/3569/3745/3741/26154,57
colorectal,GO:0097501,stress response to metal ion,12/1961,21/18860,0.571428571428571,5.49573832592701,7.02181484616709,1.85021611715581e-07,2.08291637496733e-05,1.61126108016281e-05,4493/4499/55532/4494/4495/4501/4496/4502/6556/4489/4583/4504,12
colorectal,GO:0002790,peptide secretion,56/1961,266/18860,0.210526315789474,2.02474569902574,5.73374181693555,2.01307205627021e-07,2.22349505988789e-05,1.7200071471846e-05,4316/3651/1946/8600/3557/54795/2767/3553/80157/150/9971/6659/2696/6833/55512/7447/6755/6717/111/1113/7036/1908/2641/7432/8431/6616/2147/10874/5579/51085/91608/6804/6352/7425/640/2151/131177/51083/130399/1813/388581/2852/59341/114131/8862/3625/4760/2775/6279/222546/84417/1393/3569/3745/3741/26154,56
colorectal,GO:0006821,chloride transport,34/1961,129/18860,0.263565891472868,2.53485604955548,5.9586743000404,2.3335577026915e-07,2.52974940584371e-05,1.95691330155533e-05,1183/54102/1836/4948/1811/55248/266675/57282/80727/2568/766/1188/760/22802/5243/203859/53405/10316/2562/5348/54831/5205/11254/5349/5593/1179/6558/9635/2742/1180/246213/115111/2563/5030,34
colorectal,GO:0051783,regulation of nuclear division,37/1961,147/18860,0.251700680272109,2.42074188165832,5.89073879436586,2.48845900810692e-07,2.60425503197354e-05,2.01454788404693e-05,6790/84101/3553/5139/11065/332/9319/891/3976/9700/2069/4288/4085/9088/55512/4751/221150/51203/4488/7474/10635/699/1063/655/1908/701/991/4487/83540/5347/27085/3479/2827/3552/9787/8877/7272,37
colorectal,GO:0071294,cellular response to zinc ion,13/1961,25/18860,0.52,5.00112187659358,6.81924975283269,2.49125865716635e-07,2.60425503197354e-05,2.01454788404693e-05,4493/4499/4494/4495/5025/4501/4496/2562/4502/3777/4489/2742/4504,13
colorectal,GO:0060562,epithelial tube morphogenesis,67/1961,344/18860,0.194767441860465,1.87318406603181,5.56774147202154,2.97039072617367e-07,3.05064338789836e-05,2.35985612262219e-05,4233/3627/9620/2263/6943/1909/4609/340419/596/183/6469/115908/653/8549/650/374/10370/94/4488/6662/51176/9723/7472/81792/7474/55083/64399/655/5629/25902/5754/6422/5241/4208/9423/130497/7475/57167/4070/2908/7291/25928/151449/2045/7481/5567/64478/9353/388585/284217/3479/4613/51676/153572/56963/57822/1282/2255/51804/6423/25789/3934/4435/2348/9464/57057/2303,67
colorectal,GO:0090087,regulation of peptide transport,48/1961,217/18860,0.221198156682028,2.1273825777782,5.6899822332936,3.19982969968387e-07,3.22962121757748e-05,2.49830623739383e-05,3651/1946/8600/54795/2767/3553/150/9971/6659/2696/6833/7447/6755/6717/111/1113/760/7036/2641/8431/6616/2147/10874/5579/51085/91608/6804/6352/640/2151/131177/130399/1813/388581/2852/114131/8862/3625/4760/2775/6279/222546/84417/1393/3569/3745/3741/26154,48
colorectal,GO:0055074,calcium ion homeostasis,65/1961,331/18860,0.196374622356495,1.88864119206706,5.55625374450614,3.27018146675874e-07,3.23846299966807e-05,2.50514588757521e-05,3627/2898/8600/1268/6373/4852/1594/23228/1909/79085/51196/596/2149/489/5023/57214/2946/6368/4283/8614/6717/7474/6358/1908/56704/6261/84502/2147/6387/5579/287/794/6781/5028/5745/6263/6352/477/1139/6547/84239/64072/55503/1813/3270/845/1907/2852/59341/2902/7070/2815/930/6366/5350/1756/158062/9899/1991/6355/57113/9472/7137/57158/6363,65
colorectal,GO:0008202,steroid metabolic process,67/1961,345/18860,0.194202898550725,1.86775454699983,5.54130699798934,3.31923095285419e-07,3.23846299966807e-05,2.50514588757521e-05,8647/3294/343/1594/6713/3815/55911/10170/6799/79154/26031/1717/54579/3624/6609/54577/3291/183/2053/6469/54659/653/9971/5105/5959/255738/114876/54658/54576/650/54657/84649/10449/6338/3158/6696/441282/1646/5629/6770/8431/2494/6820/2908/6615/10858/3990/7366/5205/10998/7367/7436/2330/23461/51083/23541/3284/5563/10202/1555/1576/1589/442038/340895/8912/29881/8608,67
colorectal,GO:0030595,leukocyte chemotaxis,51/1961,237/18860,0.215189873417722,2.06959766071302,5.64465521849767,3.43213367860906e-07,3.29372304173401e-05,2.54789285338675e-05,2277/3627/3576/8600/6373/3815/54795/11240/3570/79148/3553/6374/6368/1511/4283/7474/1113/1908/2921/4282/54210/1269/387695/6369/6387/26228/1800/5764/56477/6280/7130/6352/5054/2358/9353/1907/59341/7857/6558/3579/6372/5196/6366/6279/51561/6355/3577/6288/3569/2155/6363,51
colorectal,GO:0015718,monocarboxylic acid transport,42/1961,180/18860,0.233333333333333,2.24409314975353,5.71305413733622,3.7842375294247e-07,3.57305266084713e-05,2.76397111232344e-05,8647/634/8600/9429/2168/201780/3553/123264/28231/9075/32/54659/6535/9971/200931/948/5025/8884/6578/8399/53919/1381/4282/220963/6581/4828/5205/10998/225/6554/6513/1813/1244/2169/2167/5743/5375/151176/159963/28234/115111/115072896,42
colorectal,GO:0050878,regulation of body fluid levels,73/1961,389/18860,0.187660668380463,1.80483437310328,5.46391251055158,4.03918256112481e-07,3.75323408140074e-05,2.90335227701904e-05,6583/725/6340/634/66002/3570/3673/595/4830/23657/9148/3291/150/6469/2149/5023/257194/2191/948/1511/6338/80274/2981/64805/2030/84830/2161/10391/5270/7432/5328/5243/7166/2147/159296/79987/10630/2192/5028/9068/1056/5567/2151/5054/79057/7301/3360/1813/1311/59341/7498/2162/22915/8862/2255/5196/2815/7161/1128/1607/3818/5021/7276/4583/6532/10218/6288/3569/51156/7448/2155/10398/170692,73
colorectal,GO:0001763,morphogenesis of a branching structure,47/1961,214/18860,0.219626168224299,2.11226391265185,5.57428946972266,5.26353705619717e-07,4.81449155109035e-05,3.72429875259214e-05,4233/9620/2263/6943/1909/4609/340419/596/183/6997/6469/650/374/4488/6662/51176/9723/7472/7474/23213/64399/655/5629/6422/5361/5241/7475/4070/151449/2045/6663/64478/9353/284217/1813/3479/4613/1282/2255/51804/6423/25789/4435/10481/57057/2303/8626,47
colorectal,GO:0097553,calcium ion transmembrane import into cytosol,44/1961,195/18860,0.225641025641026,2.17011205690451,5.59497804958333,5.47775655772533e-07,4.93335182906524e-05,3.81624432572217e-05,3627/162514/2903/6373/23228/51196/596/2149/2906/5023/57214/2946/5025/4283/6717/56704/2904/6261/84502/2147/287/6263/477/6547/773/55503/1813/3270/845/2852/59341/2902/7070/2815/930/6366/5350/931/1756/9472/8912/57158/117/6363,44
colorectal,GO:0042063,gliogenesis,68/1961,357/18860,0.19047619047619,1.831912775309,5.40578104814565,5.70996600965628e-07,5.00899154200584e-05,3.87475619256453e-05,79628/4653/4147/7804/7732/147495/163175/3553/92737/3976/6469/1902/5354/6659/257194/26227/650/5025/374/6833/64805/4916/6662/51176/430/8140/5270/1869/2147/55553/9423/2824/4919/2908/90865/26228/4915/5764/5028/6280/6663/23500/482/6547/2358/6285/1191/983/388585/5649/1272/3479/4613/2596/2016/5803/2255/474/4118/6279/7161/1128/6900/2840/4821/3569/128853/7448,68
colorectal,GO:0001906,cell killing,57/1961,281/18860,0.202846975088968,1.9508893167659,5.4706582427165,5.73287381814813e-07,5.00899154200584e-05,3.87475619256453e-05,3627/3576/634/6373/563/79465/11126/912/57817/3002/1511/6338/4283/3805/1113/717/81607/2921/2919/629/54210/2147/2215/2214/6387/1610/2920/26228/730/1776/56477/8302/9437/1191/3823/3820/6372/1671/5196/3822/6366/8547/3135/2209/3004/51561/1991/6355/6364/80328/733/3821/383/729/154064/6363/909,57
colorectal,GO:0002791,regulation of peptide secretion,47/1961,215/18860,0.218604651162791,2.10243942933719,5.53809495555305,6.06770249170738e-07,5.22357799800809e-05,4.04075172125776e-05,3651/1946/8600/54795/2767/3553/150/9971/6659/2696/6833/7447/6755/6717/111/1113/7036/2641/8431/6616/2147/10874/5579/51085/91608/6804/6352/640/2151/131177/130399/1813/388581/2852/114131/8862/3625/4760/2775/6279/222546/84417/1393/3569/3745/3741/26154,47
colorectal,GO:0010273,detoxification of copper ion,10/1961,16/18860,0.625,6.01096379398266,6.83065471313148,6.41218590158202e-07,5.3624194668373e-05,4.14815394715877e-05,4493/4499/4494/4495/4501/4496/4502/4489/4583/4504,10
colorectal,GO:1990169,stress response to copper ion,10/1961,16/18860,0.625,6.01096379398266,6.83065471313148,6.41218590158202e-07,5.3624194668373e-05,4.14815394715877e-05,4493/4499/4494/4495/4501/4496/4502/4489/4583/4504,10
colorectal,GO:0018958,phenol-containing compound metabolic process,31/1961,117/18860,0.264957264957265,2.54823764257727,5.72240543766888,6.91408716394945e-07,5.62429213849102e-05,4.35072820739546e-05,2903/7038/4852/6799/4948/1001/1909/7054/23657/596/4128/51151/53919/7474/7166/51301/7173/1610/405753/90527/27284/4129/1813/1734/5053/4435/3642/3249/50506/9464/115111,31
colorectal,GO:0061687,detoxification of inorganic compound,12/1961,23/18860,0.521739130434783,5.01784803671596,6.56778881950677,6.97235639427376e-07,5.62429213849102e-05,4.35072820739546e-05,4493/4499/55532/4494/4495/4501/4496/4502/6556/4489/4583/4504,12
colorectal,GO:0046879,hormone secretion,64/1961,331/18860,0.193353474320242,1.85958517372757,5.37458018251008,7.09233344318224e-07,5.62429213849102e-05,4.35072820739546e-05,3651/1946/8600/3557/54795/2767/3553/3624/3976/183/150/8425/9971/6659/2696/6833/55512/7447/6755/6696/6717/338442/111/1113/7036/1908/2641/7432/5008/8431/6616/2147/10874/5579/51085/4828/91608/5028/6804/6352/7425/640/2151/3589/131177/51083/130399/55503/1813/388581/2852/59341/114131/8862/3625/4760/2775/222546/84417/1393/3569/3745/3741/26154,64
colorectal,GO:0070098,chemokine-mediated signaling pathway,26/1961,89/18860,0.292134831460674,2.80961903179414,5.82916136349332,7.10962791678058e-07,5.62429213849102e-05,4.35072820739546e-05,1237/3627/6373/11240/1238/6368/4283/6358/6586/6369/6387/9413/6846/6352/2826/414062/9353/3579/6372/6366/2532/6355/2840/3577/10803/6363,26
colorectal,GO:0048565,digestive tract development,35/1961,141/18860,0.24822695035461,2.38733313803567,5.63269996331742,7.42138572572095e-07,5.77198056409808e-05,4.46497408640964e-05,3576/3651/2263/4852/3815/6943/5125/891/596/6469/3158/6662/5697/7474/2254/388364/159296/6422/64220/2049/6663/7481/83881/51208/25803/2295/2255/6423/7161/93649/1373/348093/4821/5009/8626,35
colorectal,GO:0048839,inner ear development,46/1961,210/18860,0.219047619047619,2.10669969160535,5.49373418665587,7.49351764385811e-07,5.77198056409808e-05,4.46497408640964e-05,2263/8516/4171/6469/115908/2487/8549/81624/650/1301/23322/4916/6662/7474/2254/5629/5754/9423/2562/4919/3714/5205/340784/4487/6678/3777/51761/64072/388585/3479/4613/57822/2255/283310/474/51804/4760/7020/2070/3249/341640/246213/84059/1280/84189/53904,46
colorectal,GO:0006874,intracellular calcium ion homeostasis,60/1961,304/18860,0.197368421052632,1.89819909283663,5.37817396597617,7.69270873112836e-07,5.84845674182148e-05,4.52413300906551e-05,3627/2898/1268/6373/4852/23228/1909/79085/51196/596/2149/489/5023/57214/2946/6368/4283/8614/6717/7474/6358/1908/56704/6261/84502/2147/6387/5579/287/794/6781/5028/5745/6263/6352/477/1139/6547/84239/64072/1813/3270/845/1907/2852/59341/7070/2815/930/6366/5350/1756/9899/1991/6355/57113/9472/7137/57158/6363,60
colorectal,GO:0015721,bile acid and bile salt transport,13/1961,27/18860,0.481481481481482,4.63066840425331,6.43096785507675,7.86434846315533e-07,5.90229434657838e-05,4.5657796340748e-05,8647/634/201780/123264/9971/200931/53919/5205/10998/6554/1244/28234/115072896,13
colorectal,GO:0090276,regulation of peptide hormone secretion,46/1961,211/18860,0.218009478672986,2.09671533287736,5.45726436285368,8.63223943666963e-07,6.39659869142582e-05,4.94815377169257e-05,3651/1946/8600/54795/2767/3553/150/9971/6659/2696/6833/7447/6755/6717/111/1113/7036/2641/8431/6616/2147/10874/5579/51085/91608/6804/6352/640/2151/131177/130399/1813/388581/2852/114131/8862/3625/4760/2775/222546/84417/1393/3569/3745/3741/26154,46
colorectal,GO:0060485,mesenchyme development,66/1961,347/18860,0.190201729106628,1.82927313154055,5.31118654471226,8.7880564489231e-07,6.43066030649948e-05,4.97450247937726e-05,6092/2263/6943/57556/1909/3553/2651/4609/56920/596/183/6469/653/2487/80031/57181/6659/27250/650/4684/7148/10370/94/152007/4488/6662/51176/100507588/9723/7472/7474/2254/655/1908/221662/8313/5754/6422/55273/4208/130497/6615/10630/7291/6663/7481/4487/80320/1277/2295/3479/3084/223117/2255/4017/81610/51804/6423/3249/2348/9464/57057/268/3569/2303/72,66
colorectal,GO:0048762,mesenchymal cell differentiation,56/1961,278/18860,0.201438848920863,1.93734660410376,5.36344713732459,9.06230931199262e-07,6.5494763842475e-05,5.06641386097365e-05,2263/6943/57556/1909/3553/2651/56920/596/183/6469/653/2487/80031/57181/27250/650/4684/7148/10370/152007/4488/6662/51176/100507588/9723/7472/7474/655/1908/8313/6422/55273/4208/130497/6615/10630/7291/6663/7481/4487/80320/1277/2295/3479/3084/223117/2255/4017/81610/6423/3249/2348/9464/57057/3569/2303,56
colorectal,GO:0030072,peptide hormone secretion,53/1961,258/18860,0.205426356589147,1.97569662685942,5.37542071553914,9.41392901309383e-07,6.72062688325016e-05,5.19880906474065e-05,3651/1946/8600/3557/54795/2767/3553/150/9971/6659/2696/6833/55512/7447/6755/6717/111/1113/7036/1908/2641/7432/8431/6616/2147/10874/5579/51085/91608/6804/6352/7425/640/2151/131177/51083/130399/1813/388581/2852/59341/114131/8862/3625/4760/2775/222546/84417/1393/3569/3745/3741/26154,53
colorectal,GO:0071300,cellular response to retinoic acid,22/1961,69/18860,0.318840579710145,3.0664626891042,5.8579382790476,9.7816229649404e-07,6.89123535453332e-05,5.33078497746972e-05,6096/2263/54997/4058/339479/9314/4916/6662/7472/7474/5754/7473/130497/7475/7481/1277/1813/56603/7483/9464/6532/11211,22
colorectal,GO:0061138,morphogenesis of a branching epithelium,44/1961,199/18860,0.221105527638191,2.12649171405216,5.4419520082522,9.88834591357702e-07,6.89123535453332e-05,5.33078497746972e-05,4233/9620/2263/6943/1909/4609/340419/596/183/6469/650/374/4488/6662/51176/9723/7472/7474/23213/64399/655/5629/6422/5361/5241/7475/4070/151449/6663/64478/9353/284217/3479/4613/1282/2255/51804/6423/25789/4435/10481/57057/2303/8626,44
colorectal,GO:0055123,digestive system development,37/1961,155/18860,0.238709677419355,2.29580036518564,5.51814000283078,1.01722858296615e-06,7.00571308786331e-05,5.41934038875586e-05,3576/3651/2263/4852/3815/6943/5125/891/596/6469/3158/6662/5697/7474/2254/388364/159296/2494/6422/64220/2049/6663/7481/83881/51208/25803/2295/3479/2255/6423/7161/93649/1373/348093/4821/5009/8626,37
colorectal,GO:1904064,positive regulation of cation transmembrane transport,32/1961,125/18860,0.256,2.4620907700153,5.58688995800804,1.0550468278542e-06,7.18167922123079e-05,5.5554607753106e-05,3627/6373/54997/11261/1909/2149/53827/5023/57214/5025/4283/6717/1908/2147/389816/287/5348/482/5349/51083/2852/2902/7070/2273/930/3934/931/53826/9465/9472/57158/117,32
colorectal,GO:0007188,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,56/1961,281/18860,0.199288256227758,1.91666318840159,5.27374841530427,1.29293658373667e-06,8.6998284611431e-05,6.72984051208128e-05,3627/1268/6373/153/2767/1909/5139/2899/150/23284/9340/1902/7433/2696/5577/6344/4283/64805/111/1113/3352/2641/7432/4985/1269/387695/2838/7253/6387/3363/5028/5745/6752/2918/5567/3360/5138/2358/4886/1813/1133/2827/2852/5064/114131/2357/8862/5196/11251/2775/5350/1128/4543/9472/81285/117,56
colorectal,GO:0042476,odontogenesis,33/1961,133/18860,0.24812030075188,2.38630743099462,5.465361467221,1.53774409731313e-06,0.000100455478828205,7.77083541472202e-05,8600/2263/25840/147495/3624/340419/6469/650/55512/4488/51176/655/4982/8313/159296/130497/7475/25928/3714/4487/80320/1277/5054/10913/2358/1278/54084/2255/7020/54959/9464/4804/8626,33
colorectal,GO:0002028,regulation of sodium ion transport,23/1961,76/18860,0.302631578947368,2.9105719423495,5.68517419498817,1.55960517567729e-06,0.000100455478828205,7.77083541472202e-05,54997/11261/288/183/53827/6330/255738/5025/5270/23327/130497/5187/5348/482/5349/1813/1272/57731/6327/286183/1756/53826/55800,23
colorectal,GO:1990868,response to chemokine,27/1961,98/18860,0.275510204081633,2.64973097857195,5.57768810754141,1.56157303952282e-06,0.000100455478828205,7.77083541472202e-05,1237/3627/6373/11240/1238/6368/4283/6358/6586/6369/6387/9413/6846/6352/2826/414062/9353/6558/3579/6372/6366/2532/6355/2840/3577/10803/6363,27
colorectal,GO:1990869,cellular response to chemokine,27/1961,98/18860,0.275510204081633,2.64973097857195,5.57768810754141,1.56157303952282e-06,0.000100455478828205,7.77083541472202e-05,1237/3627/6373/11240/1238/6368/4283/6358/6586/6369/6387/9413/6846/6352/2826/414062/9353/6558/3579/6372/6366/2532/6355/2840/3577/10803/6363,27
colorectal,GO:0034765,regulation of monoatomic ion transmembrane transport,61/1961,318/18860,0.191823899371069,1.84487442230411,5.17600942216189,1.68574937503364e-06,0.000107264965667901,8.29759017322051e-05,3627/2903/6373/54997/11261/6844/1909/288/596/183/2149/53827/2906/57817/5023/57214/255738/2946/8787/5025/170850/4283/4318/79026/57628/6717/1908/56704/2904/84502/23327/2147/389816/130497/287/5348/3755/482/477/80333/5349/51083/3270/845/2852/2902/7070/2273/930/3934/5350/931/1756/53826/9465/9472/3772/1804/30818/57158/117,61
colorectal,GO:0051962,positive regulation of nervous system development,57/1961,291/18860,0.195876288659794,1.88384844677395,5.17604047294182,1.85001374406516e-06,0.000115398037035673,8.9267321548463e-05,6092/9378/139065/1946/3815/575/7804/7732/347730/3553/3897/3976/9148/6469/4747/7516/650/51330/4916/8140/3706/7472/284403/5270/140578/1869/27286/131578/7473/7058/9423/6387/94030/4915/5764/2049/6663/4135/577/9353/5649/1813/2852/147381/5803/349667/259266/2047/644943/7161/4311/26050/4821/816/22865/3569/84189,57
colorectal,GO:0007187,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",19/1961,56/18860,0.339285714285714,3.26309463101916,5.77749037528693,1.85299205352807e-06,0.000115398037035673,8.9267321548463e-05,1268/4852/183/7433/6755/6751/3352/4985/1269/7253/3363/5745/6752/3360/4886/1133/1128/6753/4543,19
