"Symbol","colorectal","esophagus","kidney","liver","pancreatic","padj_colorectal","padj_esophagus","padj_kidney","padj_liver","padj_pancreatic","n_cancers"
"WFDC2",NA,NA,NA,1.01159744639446,NA,NA,NA,NA,0.741172336321587,NA,NA
"PLCZ1",NA,NA,NA,0.923846888270562,NA,NA,NA,NA,0.741172336321587,NA,NA
"FGF19",NA,NA,NA,1.01041445995942,NA,NA,NA,NA,0.741172336321587,NA,NA
"IGFBPL1",NA,NA,NA,0.993256896343357,NA,NA,NA,NA,0.890157134877052,NA,NA
"OASL",NA,NA,NA,NA,1.34640038457948,NA,NA,NA,NA,0.00103531344960576,1
"OAS3",NA,NA,NA,NA,1.50616738289987,NA,NA,NA,NA,0.00155903574092603,1
"TGFBI",NA,NA,NA,NA,1.35898417223343,NA,NA,NA,NA,0.0054163508675774,1
"COL12A1",NA,NA,NA,NA,1.23248768593706,NA,NA,NA,NA,0.0242283315886737,1
"IFITM1",NA,NA,NA,NA,1.29915658909765,NA,NA,NA,NA,0.0242283315886737,1
"MX2",NA,NA,NA,NA,1.30991396840979,NA,NA,NA,NA,0.0242283315886737,1
"BST2",NA,NA,NA,NA,1.31189991489489,NA,NA,NA,NA,0.0242283315886737,1
"IFI44L",NA,NA,NA,NA,1.18249732214642,NA,NA,NA,NA,0.0242653350661594,1
"SERPINH1",NA,NA,NA,NA,1.34824285932564,NA,NA,NA,NA,0.0260569039433534,1
"THBS2",NA,NA,NA,NA,1.21334673879245,NA,NA,NA,NA,0.0260569039433534,1
"MMP3",NA,NA,NA,NA,1.12720284252784,NA,NA,NA,NA,0.0277011709490798,1
"ISG15",NA,NA,NA,NA,1.19618086517522,NA,NA,NA,NA,0.0277011709490798,1
"LUM",NA,NA,NA,NA,1.21290009225779,NA,NA,NA,NA,0.0405352320047699,1
"MX1",NA,NA,NA,NA,1.19394844844803,NA,NA,NA,NA,0.0582037247090813,NA
"ITGA11",NA,NA,NA,NA,1.1524929048006,NA,NA,NA,NA,0.0586505976014122,NA
"COMP",NA,NA,NA,NA,1.11117228440761,NA,NA,NA,NA,0.0900660442458704,NA
"ICAM1",NA,NA,NA,NA,1.19878810974445,NA,NA,NA,NA,0.0971723889218206,NA
"PDGFRB",NA,NA,NA,NA,1.23491946016211,NA,NA,NA,NA,0.0971723889218206,NA
"POSTN",NA,NA,NA,NA,1.12907935906752,NA,NA,NA,NA,0.0975022529416923,NA
"SPARC",NA,NA,NA,NA,1.18128500291071,NA,NA,NA,NA,0.114014722263901,NA
"FCER1G",NA,NA,NA,NA,1.16300954431887,NA,NA,NA,NA,0.142766004828807,NA
"MMP13",NA,NA,NA,NA,1.07391046037788,NA,NA,NA,NA,0.142766004828807,NA
"MMP10",NA,NA,NA,NA,1.08554171663286,NA,NA,NA,NA,0.163903548230634,NA
"CD300C",NA,NA,NA,NA,1.12614319000647,NA,NA,NA,NA,0.237481555594683,NA
"SNAI1",NA,NA,NA,NA,1.13147456893004,NA,NA,NA,NA,0.251795091415026,NA
"TIMP2",NA,NA,NA,NA,1.1788778643852,NA,NA,NA,NA,0.263209920678474,NA
"ACTA2",NA,NA,NA,NA,1.11131590023964,NA,NA,NA,NA,0.271601767661258,NA
"COL16A1",NA,NA,NA,NA,1.07718270674896,NA,NA,NA,NA,0.43418055489256,NA
"IFI6",NA,NA,NA,NA,1.06737094401251,NA,NA,NA,NA,0.47953433099644,NA
"COL4A3",NA,NA,NA,NA,0.968786226396286,NA,NA,NA,NA,0.580680629354457,NA
"ADAMTS2",NA,NA,NA,NA,1.04911525848398,NA,NA,NA,NA,0.580680629354457,NA
"TIMP1",NA,NA,NA,NA,1.02703580985296,NA,NA,NA,NA,0.808998990622867,NA
